ServiceName,Suburb,Postcode,NumberOfApprovedPlaces,OverallRating
Camp Australia - St Albans East Primary School OSHC,ST ALBANS,3021,50,Working Towards NQS
Team Holiday - Hoppers Crossing,HOPPERS CROSSING,3029,80,Meeting NQS
Greenvue Kindergarten,TARNEIT,3029,44,Meeting NQS
Christ the Priest OSHClub,CAROLINE SPRINGS,3023,75,Meeting NQS
Community Kids Hoppers Crossing Early Education Centre,HOPPERS CROSSING,3029,148,Meeting NQS
LITTLE GEMS EARLY LEARNING,GEMBROOK,3783,53,Meeting NQS
Kool Kidz Mill Park,MILL PARK,3082,130,Working Towards NQS
Camp Australia - Goonawarra Primary School OSHC,SUNBURY,3429,60,Working Towards NQS
Mayone bulluk Kindergarten,CRANBOURNE WEST,3977,133,Exceeding NQS
CRAIG FAMILY CENTRE INC.,ASHBURTON,3147,74,Working Towards NQS
Hope Frankston Heights,FRANKSTON,3199,119,Meeting NQS
Only About Children Highpoint,MARIBYRNONG,3032,70,Meeting NQS
Only About Children Cheltenham,CHELTENHAM,3192,86,Meeting NQS
Camp Australia - Tootgarook Primary School OSHC,TOOTGAROOK,3941,40,Meeting NQS
Gordon OHSC,GORDON,3345,24,Working Towards NQS
Headstart Early Education Clyde North,CLYDE NORTH,3978,123,Meeting NQS
Guardian Childcare & Education Point Cook West,POINT COOK,3030,140,Exceeding NQS
Guardian Childcare & Education South Yarra,SOUTH YARRA,3141,164,Meeting NQS
Only About Children Coonans Hill,PASCOE VALE SOUTH,3044,136,Meeting NQS
Little Learners Day Care Centre,TRUGANINA,3029,148,Working Towards NQS
Country Buddies - Bendigo,EPSOM,3551,130,Meeting NQS
Dandenong West Primary Kindergarten,DANDENONG,3175,66,Meeting NQS
Guardian Childcare & Education Bentleigh,BENTLEIGH EAST,3165,118,Meeting NQS
Dandenong Primary Kindergarten,DANDENONG,3175,66,Meeting NQS
HAPPY TIMES CHILD CARE & EARLY LEARNING CENTRE,MENTONE,3194,23,Meeting NQS
Springvale Rise Primary Kindergarten,SPRINGVALE,3171,66,Exceeding NQS
Wallaby Childcare Harpley,WERRIBEE,3030,149,Meeting NQS
Scoresby West Preschool,SCORESBY,3179,33,Meeting NQS
Manna Gum Family and Children’s Centre,GISBORNE,3437,66,Meeting NQS
Camp Blue,WINDSOR,3181,150,Exceeding NQS
Drouin Primary Early Learning Centre,DROUIN,3818,44,Exceeding NQS
Saltwater Promenade Kindergarten,POINT COOK,3030,66,Exceeding NQS
Kelly Club OSHC Newcomb Park Primary School,NEWCOMB,3219,24,Working Towards NQS
Sacred Heart PS (Yarrawonga) OSHC - Extend,YARRAWONGA,3730,24,Meeting NQS
Green Leaves Early Learning Waverley Gardens,MULGRAVE,3170,120,Meeting NQS
Ballarat Fidelity Club Early Learning Centre,BALLARAT CENTRAL,3350,18,Meeting NQS
Team Holiday - Berwick,BERWICK,3806,44,Meeting NQS
Team Holiday - Keysborough,KEYSBOROUGH,3173,60,Meeting NQS
Ceres PS TheirCare,CERES,3221,30,Meeting NQS
Great Beginnings Epping,EPPING,3076,97,Meeting NQS
Camp Australia - Inverleigh Primary School OSHC,INVERLEIGH,3321,38,Meeting NQS
Tallangatta Early Years Learning Centre,TALLANGATTA,3700,66,Meeting NQS
KIDS NARRE WARREN EARLY LEARNING CENTRE,NARRE WARREN NORTH,3804,100,Meeting NQS
Thomastown Recreation and Aquatics - Children's Services Programs,THOMASTOWN,3074,71,Meeting NQS
Only About Children Southbank,SOUTHBANK,3006,112,Exceeding NQS
Melbourne Rudolf Steiner School OSHC,WARRANWOOD,3134,24,Meeting NQS
St Theresa's OSHClub,ALBION,3020,50,Meeting NQS
Big Childcare - Heathdale Christian College Melton OSHC,MELTON,3337,50,Meeting NQS
Willowbank Early Learning Centre,GISBORNE,3437,123,Exceeding NQS
Wodonga Catholic Parish OSHC - St Francis Campus,BARANDUDA,3691,75,Meeting NQS
Upper Ferntree Gully Primary School,Upper Ferntree Gully,3156,22,Meeting NQS
Kelly Club OSHC Whittington Primary School,WHITTINGTON,3219,30,Working Towards NQS
Team Holiday - Maiden Gully,MAIDEN GULLY,3551,60,Meeting NQS
Mordialloc Preschool,MORDIALLOC,3195,60,Exceeding NQS
Only About Children Camberwell,CAMBERWELL,3124,136,Meeting NQS
Greenwood Park Kindergarten,RINGWOOD,3134,70,Exceeding NQS
After The Bell Aus- Emerald Scout Hall,EMERALD,3782,30,Meeting NQS
After The Bell Aus- Bulleen Heights School,BULLEEN,3105,30,Meeting NQS
Camp Australia - Lalor Gardens Primary School OSHC,LALOR,3075,45,Meeting NQS
Sparrow Early Learning Tarneit,TARNEIT,3029,143,Meeting NQS
Sunrise Preschool and Long Daycare Thornbury,THORNBURY,3071,30,Meeting NQS
Devon Meadows PS TheirCare,DEVON MEADOWS,3977,30,Meeting NQS
Creative Garden Early Learning Centre Bendigo,JACKASS FLAT,3556,124,Meeting NQS
St Anthony's PS (Lara) OSHC - Extend,LARA,3212,40,Meeting NQS
Great Beginnings Cranbourne North,CRANBOURNE NORTH,3977,106,Meeting NQS
Only About Children Highett,HIGHETT,3190,112,Meeting NQS
Epsom Primary School OSHC,EPSOM,3551,33,Meeting NQS
Only About Children Brighton East,BRIGHTON EAST,3187,140,Meeting NQS
Country Kids Early Learning Centre Kangaroo Flat,KANGAROO FLAT,3555,100,Meeting NQS
St Albans Meadows PS OSHC - Extend,ST ALBANS,3021,40,Meeting NQS
Mitta Valley OSHC,ESKDALE,3701,15,Meeting NQS
TRY Burnside Kindergarten,BURNSIDE,3023,99,Meeting NQS
Cardigan Village Kindergarten,CARDIGAN VILLAGE,3352,20,Meeting NQS
Leapkids OSHC - Wales Street Primary School,THORNBURY,3071,60,Meeting NQS
Eynesbury Early Education,EYNESBURY,3338,111,Working Towards NQS
Leaves Early Learning Centre,MURRUMBEENA,3163,112,Exceeding NQS
Genius Learning Pty Ltd,MELBOURNE,3000,171,Working Towards NQS
The Learning Sanctuary Spotswood,SPOTSWOOD,3015,125,Working Towards NQS
Korin Korin Kindergarten,WOLLERT,3750,99,Exceeding NQS
Camp Australia - Our Lady's Primary School OSHC,SURREY HILLS,3127,45,Meeting NQS
Lilydale Lakeside Children's Centre,LILYDALE,3140,156,Meeting NQS
YMCA Ballarat - Urquhart Park OSHC,BALLARAT,3350,45,Working Towards NQS
Shinetime Early Learning Center PTY LTD,ELWOOD,3184,8,Working Towards NQS
TeamKids - Methodist Ladies College,KEW,3101,100,Working Towards NQS
Gilson College - Mernda OSHC,MERNDA,3754,45,Working Towards NQS
AL IMAN COLLEGE - EARLY LEARNING CENTRE,MELTON SOUTH,3338,60,Working Towards NQS
Guardian Childcare & Education Richmond,RICHMOND,3121,120,Working Towards NQS
Guardian Childcare & Education Collins Street,MELBOURNE,3000,104,Exceeding NQS
Watch Me Grow Early Learning Centre,WANTIRNA,3152,29,Meeting NQS
Bluebird Early Education Soldier's Hill,SOLDIERS HILL,3350,114,Working Towards NQS
Petit Early Learning Journey Forest Hill,FOREST HILL,3131,118,Meeting NQS
Petit Early Learning Journey Kew,KEW,3131,101,Meeting NQS
Team Holiday - Greensborough,GREENSBOROUGH,3088,60,Working Towards NQS
Giraffe Childcare Docklands,DOCKLANDS,3008,150,Working Towards NQS
Maddingley Montessori Centre,MADDINGLEY,3340,110,Working Towards NQS
Community Kids Horsham Early Education Centre,HORSHAM,3400,96,Working Towards NQS
Nino Early Learning Adventures - Blackburn North,BLACKBURN NORTH,3130,124,Exceeding NQS
Nino Early Learning Adventures - Point Cook,POINT COOK,3030,144,Meeting NQS
Nino Early Learning Adventures - Preston,PRESTON,3072,122,Meeting NQS
Beacon Street Children's Centre Kindergarten,VERMONT SOUTH,3133,32,Meeting NQS
Great Beginnings Lyndhurst,LYNDHURST,3975,99,Meeting NQS
Nino Early Learning Adventures - Mickleham,MICKLEHAM,3064,140,Meeting NQS
Kent Park OSHClub,FERNTREE GULLY,3156,60,Meeting NQS
Lumineer Academy OSHC - Extend,WILLIAMSTOWN,3016,22,Meeting NQS
Phoenix Kindergarten,SEBASTOPOL,3356,66,Exceeding NQS
Little Patch ELC-Port Melbourne,PORT MELBOURNE,3207,90,Meeting NQS
Butterfield House Child Care and Kindergarten,JAN JUC,3228,77,Exceeding NQS
Assisi Kindergarten Strathfieldsaye,STRATHFIELDSAYE,3551,66,Exceeding NQS
Little Swans Early Learning,SWAN HILL,3585,78,Working Towards NQS
Nido Early School Glenroy,GLENROY,3046,99,Meeting NQS
SmartOz Kidz,WANTIRNA SOUTH,3152,46,Meeting NQS
Team Holiday - Hampton,HAMPTON,3188,64,Meeting NQS
Little Lights Child Care Centre,ENDEAVOUR HILLS,3802,67,Meeting NQS
Camp Australia - Surfside Primary School OSHC,OCEAN GROVE,3226,56,Meeting NQS
Wyndham Vale Montessori Centre,WYNDHAM VALE,3024,106,Meeting NQS
Bairnsdale Christian Community School Kindergarten T/A BCCS Kindergarten,BAIRNSDALE,3875,22,Meeting NQS
Evans Park Early Learning Centre and Kindergarten,CRANBOURNE WEST,3977,70,Exceeding NQS
Villa Bambini,ESSENDON,3040,100,Exceeding NQS
Harmony Early Learning Journey Braybrook,BRAYBROOK,3019,116,Meeting NQS
Crest Children's Sanctuary,ROWVILLE,3178,100,Meeting NQS
Guardian Childcare & Education McKinnon,MCKINNON,3204,140,Meeting NQS
Little Patch ELC,ST KILDA EAST,3183,60,Exceeding NQS
Youth Leadership Victoria St Monica's,FOOTSCRAY,3011,20,Working Towards NQS
Mercedes Dadon Creche,BALACLAVA,3183,16,Meeting NQS
Cherish Early Learning Centre- Lucas,LUCAS,3350,80,Meeting NQS
Holy Spirit PS (Manifold Heights) OSHC - Extend,MANIFOLD HEIGHTS,3218,24,Meeting NQS
Team Holiday - Kennington,KENNINGTON,3550,80,Meeting NQS
St Mary's OSHClub Thornbury,THORNBURY,3071,45,Meeting NQS
St Therese's School OSHClub,ESSENDON,3040,90,Meeting NQS
Macedon Ranges School Holiday Program,RIDDELLS CREEK,3431,80,Exceeding NQS
Happy Jacks Learning & After Care,DELACOMBE,3356,50,Working Towards NQS
Goodstart Early Learning North Melbourne,NORTH MELBOURNE,3051,102,Meeting NQS
Nido Early School Prahran,PRAHRAN,3181,60,Meeting NQS
Kids @ IAG Melbourne Vacation Care,MELBOURNE,3000,104,Working Towards NQS
Wyndham Early Learning,SHEPPARTON,3630,128,Meeting NQS
The King David School Kindergarten,ARMADALE,3143,108,Exceeding NQS
St Peter's Early Learning Centre,TOORAK,3142,44,Exceeding NQS
Kelly Club OSHC Northern School Autism,RESERVOIR,3073,30,Meeting NQS
Bespoke Childcare,DINGLEY VILLAGE,3172,34,Meeting NQS
Free Spirit Childcare,DUNKELD,3294,18,Meeting NQS
Discovery Childcare and Education,CROYDON,3136,171,Working Towards NQS
Tecoma Childcare Centre,TECOMA,3160,78,Working Towards NQS
Nido Early School Truganina,TRUGANINA,3029,88,Meeting NQS
The Learning Sanctuary Malvern East,MALVERN EAST,3145,145,Meeting NQS
Sesame Kids,SEBASTOPOL,3356,130,Working Towards NQS
Karmai Community Children's Centre,KORUMBURRA,3950,120,Working Towards NQS
Boroondara Sports Complex Vacation Care Program,BALWYN NORTH,3104,90,Meeting NQS
Great Beginnings Epsom,EPSOM,3551,92,Meeting NQS
After The Bell Aus- Wandin Yallock PS,WANDIN NORTH,3139,30,Meeting NQS
Creek Street Christian College Early Learning Centre,BENDIGO,3550,22,Meeting NQS
Beaconsfield Upper OSHClub,BEACONSFIELD UPPER,3808,40,Exceeding NQS
"Cranbourne North YMCA Early Learning Centre, Tulliallan YMCA Before and After School Program, Cranbourne North Holiday Program",CRANBOURNE NORTH,3977,224,Working Towards NQS
Only About Children Brunswick West,BRUNSWICK WEST,3055,134,Working Towards NQS
Team Holiday - Oak Park,OAK PARK,3046,80,Meeting NQS
Bluebird Early Education Murrumbeena,MURRUMBEENA,3163,123,Meeting NQS
"Barton YMCA Before and After School Program, Cranbourne West YMCA Holiday Program",CRANBOURNE WEST,3977,120,Meeting NQS
"Epping North YMCA Early Learning Centre, Harvest Home YMCA Before and After School Program, Epping North YMCA Holiday Program",EPPING NORTH,3076,224,Meeting NQS
Nino Early Learning Adventures - Bundoora,BUNDOORA,3083,152,Meeting NQS
"Clyde North YMCA Early Learning Centre, Wilandra Rise YMCA Before and After School Program, Clyde North YMCA Holiday Program",CLYDE NORTH,3978,224,Working Towards NQS
"Mernda Central YMCA Before and After School Program, Mernda Central YMCA Holiday Program",MERNDA,3754,120,Meeting NQS
"Mernda YMCA Early Learning Centre, Mernda Park YMCA Before and After School Program, Mernda YMCA Holiday Program",MERNDA,3754,290,Working Towards NQS
"Pakenham YMCA Early Learning Centre, John Henry YMCA Before and After School Program, Pakenham YMCA Holiday Program",PAKENHAM,3810,224,Working Towards NQS
"Featherbrook YMCA Before and After School Program, Point Cook South YMCA Holiday Program",POINT COOK,3030,120,Meeting NQS
Beis Efraim College OSHC,ORMOND,3204,128,Meeting NQS
Big Childcare - Overnewton Anglican Community College OSHC,TAYLORS LAKES,3038,125,Meeting NQS
Platypus Junction Mulgrave Pty Ltd,MULGRAVE,3170,96,Meeting NQS
Happy Hubbub,PRESTON,3072,17,Working Towards NQS
Heritage College Early Learning Centre,OFFICER,3809,44,Meeting NQS
"Bacchus Marsh Grammar, Early Learning Centre, Woodlea",ROCKBANK,3335,58,Exceeding NQS
U Park PS TheirCare,ST ALBANS,3021,45,Meeting NQS
Inspira Kids Early Learning Centre Shepparton,KIALLA,3631,122,Meeting NQS
Future Kids Child Care-West Tarneit,TARNEIT,3029,114,Working Towards NQS
Bellbrae Childcare And Kindergarten,MEADOW HEIGHTS,3048,23,Working Towards NQS
Thornhill Drive Kindergarten & Children's Centre,KEILOR DOWNS,3038,37,Meeting NQS
St Lawrence OSHClub,DERRIMUT,3026,82,Meeting NQS
Little Champs,HOPPERS CROSSING,3029,125,Exceeding NQS
CLY OSHC,ST KILDA,3182,77,Meeting NQS
Bambini Bluff,HAMPTON,3188,128,Meeting NQS
Papilio Early Learning Box Hill,BOX HILL,3128,42,Meeting NQS
Big Childcare - Mernda Primary School OSHC,MERNDA,3754,180,Meeting NQS
Green Leaves Early Learning Horsham,HORSHAM,3400,100,Working Towards NQS
Arena Child and Family Centre,OFFICER,3809,66,Meeting NQS
Guardian Childcare & Education Kew East,KEW EAST,3102,68,Meeting NQS
Darley Early Years Hub,DARLEY,3340,99,Meeting NQS
Elements Child Care and Early Learning Centre Geelong West,GEELONG WEST,3218,137,Exceeding NQS
Camp Australia - Strathcona Baptist Girls Junior School OSHC,CANTERBURY,3126,29,Meeting NQS
Creating Futures Children's Programs,WALLAN,3756,96,Working Towards NQS
Annadale Community Centre,MICKLEHAM,3064,33,Meeting NQS
Story House Early Learning Telford Park,DARLEY,3340,96,Working Towards NQS
Fleetwood OSHClub,NARRE WARREN,3805,46,Meeting NQS
Barnawartha Out Of School Hours Care,BARNAWARTHA,3688,15,Working Towards NQS
Lang Park Early Learning Centre and Kindergarten,LANGWARRIN,3910,88,Exceeding NQS
Inverloch Childcare,INVERLOCH,3996,60,Meeting NQS
Story House Early Learning Lara,LARA,3212,130,Working Towards NQS
Story House Early Learning Keilor Downs,KEILOR DOWNS,3038,122,Meeting NQS
Buckle My Shoe Terang PTY LTD,TERANG,3264,32,Meeting NQS
RMIT City Campus Children's Centre,CARLTON,3053,86,Meeting NQS
Team Holiday - West Melbourne,WEST MELBOURNE,3006,60,Meeting NQS
Lilydale PS OSHC - Extend,LILYDALE,3140,34,Exceeding NQS
Camp Australia - Carlton Primary School OSHC,"CARLTON,",3053,30,Working Towards NQS
Camp Australia - St Robert's Catholic Primary School OSHC,NEWTOWN,3220,70,Working Towards NQS
Complete Kids on Barkly,SUNBURY,3429,122,Meeting NQS
Future Kids Child Care-Williams Landing,WILLIAMS LANDING,3027,106,Working Towards NQS
Korowa Anglican Girls School OSHC - Extend,GLEN IRIS,3146,53,Meeting NQS
Leading Leaps PTY LTD,TARNEIT,3029,60,Meeting NQS
Nido Early School Grovedale,GROVEDALE,3216,139,Meeting NQS
Club House Boot Camp,TRARALGON,3844,50,Working Towards NQS
Great Beginnings Notting Hill,NOTTING HILL,3168,120,Meeting NQS
Journey Early Learning Centre - Bendigo South,KANGAROO FLAT,3555,96,Meeting NQS
Camp Australia - Haileybury City Campus OSHC,WEST MELBOURNE,3003,45,Working Towards NQS
Mandalay Early Learning Centre,BEVERIDGE,3753,111,Meeting NQS
Our Lady’s Wangaratta Out of School Hours Care Program,WANGARATTA,3677,20,Meeting NQS
Stepping Stones - Marist OSHC,MAIDEN GULLY,3551,45,Meeting NQS
Mount Pleasant Road OSHClub,NUNAWADING,3131,75,Meeting NQS
Youth Leadership Victoria St Bridget's,GREYTHORN,3104,20,Working Towards NQS
Story House Early Learning Forest Hill,FOREST HILL,3131,122,Meeting NQS
Truganina East Kindergarten,TRUGANINA,3029,132,Meeting NQS
Pascoe Vale South School Holiday Program,PASCOE VALE SOUTH,3044,60,Exceeding NQS
AMIGA Montessori Greens Rd Wyndham Vale,WYNDHAM VALE,3024,137,Meeting NQS
AMIGA Montessori Reservoir,RESERVOIR,3073,105,Working Towards NQS
The Learning Sanctuary Yarraville,YARRAVILLE,3013,80,Meeting NQS
The Learning Sanctuary Footscray,FOOTSCRAY,3011,100,Meeting NQS
Great Beginnings Mt Clear,MOUNT CLEAR,3350,126,Working Towards NQS
After The Bell Aus- Morwell Central Primary School,MORWELL,3840,30,Meeting NQS
Happy Feet ELC,MELTON WEST,3337,130,Working Towards NQS
After The Bell Aus- Bayswater Primary School,BAYSWATER,3153,30,Meeting NQS
La Petite Ecole - Inkerman Road,CAULFIELD NORTH,3161,30,Working Towards NQS
Youth Leadership Victoria St Pius X,HEIDELBERG WEST,3081,30,Working Towards NQS
Youth Leadership Victoria Southern Cross,ENDEAVOUR HILLS,3802,35,Working Towards NQS
Buckets Early Learning Centre,BENTLEIGH,3204,144,Meeting NQS
Belgrave South OSHClub,BELGRAVE SOUTH,3160,45,Meeting NQS
Hilton Street Preschool,CRAIGIEBURN,3064,33,Exceeding NQS
Niño Early Learning Adventures - Malvern East,MALVERN EAST,3145,158,Working Towards NQS
LA GRANDE RECRE,MOORABBIN,3189,20,Working Towards NQS
Ararat Early Learning Centre,ARARAT,3377,92,Working Towards NQS
Leap Ahead Learning,MONTMORENCY,3094,22,Exceeding NQS
Camp Australia - Lalor North Primary School OSHC,LALOR,3075,45,Meeting NQS
Kurrambee Myaring Community Centre,TORQUAY,3228,95,Exceeding NQS
Melton Montessori Early Learning Centre,MELTON WEST,3337,120,Working Towards NQS
Bluebird Early Education Casey Fields,CRANBOURNE EAST,3977,129,Meeting NQS
Nhill Early Learning Centre,NHILL,3418,89,Meeting NQS
Amiga Montessori Alamanda,POINT COOK,3030,70,Meeting NQS
Guardian Childcare & Education Mulgrave East,MULGRAVE,3170,110,Meeting NQS
CRANBOURNE ONE EARLY EDUCATION GROUP,CRANBOURNE,3977,125,Meeting NQS
Little Groms Early Learning,TORQUAY,3228,57,Exceeding NQS
St Raphael's PS Preston TheirCare,PRESTON WEST,3072,50,Meeting NQS
Kelly Club OSHC St Thomas Aquinas Primary School,NORLANE,3214,30,Working Towards NQS
Shine Early Learning Centre Brooklyn Pty Ltd,BROOKLYN,3012,64,Meeting NQS
Platypus Junction Croydon Pty Ltd,CROYDON,3136,126,Meeting NQS
Mt Martha Kinder@Flinders,MOUNT MARTHA,3934,44,Exceeding NQS
3C Kidz Care - Waverley NWS,NARRE WARREN SOUTH,3805,30,Meeting NQS
Pj's Early Learning Centre & Kindergarten,PAYNESVILLE,3880,76,Working Towards NQS
Team Holiday - Williamstown,WILLIAMSTOWN,3016,80,Meeting NQS
Altona Early Education Centre,ALTONA,3018,68,Meeting NQS
Green Leaves Early Learning Knox,WANTIRNA SOUTH,3152,124,Meeting NQS
Green Leaves Early Learning Craigieburn,CRAIGIEBURN,3064,124,Meeting NQS
Green Leaves Early Learning Richmond,RICHMOND,3121,121,Working Towards NQS
Little Grasshoppers Early Learning Centre,MOOROODUC,3933,65,Meeting NQS
Starfish Early Learning Centre Clayton South,CLAYTON SOUTH,3169,98,Meeting NQS
Country Way Early Learning,MILDURA,3500,110,Working Towards NQS
KOOL KIDZ RAVENHALL,RAVENHALL,3023,130,Working Towards NQS
"Torquay YMCA Early Learning Centre, Torquay Coast YMCA Before and After School Program, Torquay YMCA Holiday Program",TORQUAY,3228,224,Meeting NQS
Bambini Centre Road,BRIGHTON EAST,3187,112,Meeting NQS
First Early Learning Frankston South,FRANKSTON SOUTH,3199,102,Meeting NQS
Bannockburn YMCA Before & After School Program & Bannockburn YMCA Holiday Program,BANNOCKBURN,3331,120,Meeting NQS
Armstrong Creek YMCA Before & After School Program & Armstrong Creek YMCA Holiday Program,ARMSTRONG CREEK,3217,120,Meeting NQS
Montessori Beginnings,LAVERTON,3028,137,Meeting NQS
St Catherine's OSHClub Moorabbin,MOORABBIN,3189,25,Meeting NQS
Tooradin Primary School  OSHC,TOORADIN,3980,60,Working Towards NQS
Bliss Early Learning Wyndham Vale,WYNDHAM VALE,3024,124,Meeting NQS
Bliss Early Learning Williams Landing,WILLIAMS LANDING,3027,134,Meeting NQS
Bliss Early Learning Sandringham,SANDRINGHAM,3191,96,Meeting NQS
KingKids Rowville,ROWVILLE,3178,113,Meeting NQS
Team Holiday - Edithvale,EDITHVALE,3196,80,Meeting NQS
Orchard Road Community and Early Learning Centre,DOREEN,3752,168,Meeting NQS
Team Holiday - Doncaster East,DONCASTER EAST,3109,162,Meeting NQS
Connect Kids Early Learning Centre and Kindergarten,KILMORE,3764,120,Meeting NQS
Smart Children Early Learning Centre,SPRINGVALE,3171,30,Meeting NQS
Keilor Heights Early Learning Centre,KEILOR EAST,3033,66,Working Towards NQS
Bilingual Montessori Early Learning,CROYDON HILLS,3136,20,Working Towards NQS
Village Early Education Ararat,ARARAT,3377,99,Working Towards NQS
Aspire Early Education Pakenham,PAKENHAM,3810,122,Meeting NQS
Aspire Early Education Cranbourne West,CRANBOURNE WEST,3977,130,Meeting NQS
Aspire Early Education Berwick Waters,CRANBOURNE NORTH,3977,152,Meeting NQS
Canterbury OSHClub,CANTERBURY,3126,71,Meeting NQS
CHILDREN'S CORNER LEARNING CENTRE,CROYDON,3136,65,Meeting NQS
Chelsea Kindergarten,CHELSEA,3196,63,Meeting NQS
Team Holiday - Ashburton,ASHBURTON,3147,125,Meeting NQS
Sturt Street Early Learning,ALFREDTON,3350,100,Working Towards NQS
In 2 Learn Glengarry,GLENGARRY,3854,24,Meeting NQS
Paisley Park Early Learning Centre Chadstone,HUGHESDALE,3166,120,Working Towards NQS
Team Holiday - Southern Cross (Etihad Stadium),DOCKLANDS,3008,70,Meeting NQS
Lucas Kindergarten,LUCAS,3350,66,Working Towards NQS
